cnh_cd,aacc_cd,coding_nm,size_nm,teaching_bl
170277,ES52,23365.1,1208,True
80351,ES23,73351.94,848,True
20100,ES64,46924.76,573,False
281179,ES41,58671.11,701,False
380276,ES70,36886.67,975,False
180166,ES70,55998.57,1209,False
170118,ES22,79600.68,174,True
380027,ES64,89093.31,541,False
130071,ES11,97055.15,761,False
400045,ES70,68700.27,1439,True
360340,ES64,51352.57,1040,True
160014,ES63,78711.84,158,False
81672,ES11,35919.33,712,False
81830,ES11,14706.38,370,True
460404,ES41,53868.47,146,False
480123,ES62,12920.32,1374,True
180093,ES11,59406.47,353,False
350390,ES11,39786.94,308,False
140230,ES64,12312.56,1113,True
200132,ES61,94834.14,1314,False
390041,ES61,80567.36,417,True
281179,ES41,79443.81,505,False
300085,ES62,88668.79,170,True
170118,ES63,46928.63,1381,True
300130,ES42,22250.97,855,True
430094,ES12,24796.76,1206,True
80497,ES52,73009.6,961,True
410397,ES62,49742.89,1015,False
360160,ES62,46495.43,1220,False
81056,ES62,5372.45,1194,False
10035,ES64,76163.92,968,False
290517,ES11,36046.81,1354,True
80214,ES63,92626.59,1497,False
280954,ES43,29615.58,81,True
340029,ES63,2630.9,268,False
30041,ES11,4376.63,144,True
10090,ES22,13583.75,1489,False
500188,ES61,41975.15,358,False
290213,ES24,89257.27,781,False
100106,ES22,33957.44,1465,False
380027,ES62,73043.54,1345,True
30190,ES22,24895.4,1452,False
180146,ES23,90883.69,420,True
81000,ES13,40381.95,1188,True
10088,ES24,77976.99,354,False
80832,ES30,32830.47,180,False
81192,ES30,68450.5,1062,False
340063,ES30,58611.4,797,True
281236,ES64,31373.23,930,True
281269,ES12,55119.1,394,False
280856,ES41,34877.61,273,True
80930,ES51,37311.66,914,False
81931,ES43,40303.73,1233,False
230063,ES24,76575.43,1316,True
460095,ES22,65935.96,493,False
140060,ES63,85396.35,259,True
330306,ES70,71052.46,490,False
290081,ES23,66290.92,119,True
281258,ES22,53209.23,686,False
360059,ES63,39340.75,909,False
410093,ES61,90379.67,408,True
230079,ES24,21094.89,689,True
81694,ES63,12815.17,785,True
230119,ES53,3546.98,1407,True
230173,ES41,9133.43,414,True
350192,ES70,41320.75,145,False
90050,ES22,67916.67,837,False
450092,ES52,3878.13,574,True
210137,ES24,38525.78,1393,False
281258,ES70,64568.69,483,False
81616,ES42,83317.42,441,True
350367,ES64,62649.54,1376,False
30250,ES24,30889.7,793,True
290075,ES11,16810.52,1228,True
280029,ES12,52810.69,833,True
280534,ES13,54272.89,815,False
240205,ES11,34111.84,311,True
380012,ES13,79026.42,589,True
350228,ES43,69366.14,1381,False
80752,ES52,55804.23,1167,True
380348,ES23,2549.36,1188,True
350206,ES24,53039.99,179,True
290393,ES30,1273.89,391,False
81874,ES61,72063.79,515,True
490070,ES61,94635.61,1253,True
81075,ES63,10081.35,717,False
410443,ES13,22063.63,985,False
280225,ES41,36398.88,1280,True
200202,ES52,83895.22,106,False
80898,ES51,6548.83,1201,True
80879,ES52,84708.91,1242,True
500093,ES63,49942.5,781,False
460370,ES51,85487.99,536,False
81189,ES23,8125.5,1256,True
120136,ES24,83059.43,1430,False
280549,ES63,41844.6,1440,True
180122,ES43,38812.93,1093,False
82189,ES12,46284.28,960,False
280468,ES61,15255.5,1308,False
460272,ES12,76968.64,760,True
280587,ES42,81338.18,1484,True
460180,ES42,78015.52,1283,False
180093,ES41,84134.25,444,True
460180,ES63,55412.78,1267,True
60219,ES11,63792.33,1250,True
460291,ES24,5505.58,582,False
81311,ES53,60102.75,1023,True
190088,ES24,22907.4,413,True
180107,ES51,52200.9,1378,False
81069,ES30,90341.56,896,True
170288,ES11,19130.9,435,True
370055,ES64,86425.32,323,False
520018,ES13,29442.83,993,True
330138,ES21,51950.74,301,False
290075,ES42,31312.55,1292,True
130049,ES43,42421.3,697,True
120160,ES64,70704.26,419,False
281383,ES12,17061.25,785,False
390041,ES23,43827.67,209,True
180146,ES53,38666.85,1199,True
81580,ES63,45497.84,890,False
280650,ES30,49012.3,1484,True
250175,ES23,73392.79,88,True
330354,ES30,99819.7,426,False
82178,ES61,67870.2,677,True
100073,ES53,90089.32,151,False
470105,ES61,6416.72,1152,True
110012,ES41,42817.12,979,False
460235,ES11,36023.73,899,True
30279,ES11,86813.17,471,False
281445,ES41,13106.3,1310,True
81784,ES70,6069.44,189,True
280856,ES52,29677.17,1376,True
410107,ES62,3643.3,1474,False
410233,ES52,53510.86,1317,False
430115,ES70,64358.42,459,False
100020,ES43,85307.44,135,True
80403,ES63,20328.63,1470,True
380103,ES62,19889.88,1145,False
30067,ES13,60714.32,918,True
180107,ES42,45721.68,1321,True
81931,ES23,46172.63,1193,True
30373,ES22,92684.87,360,False
440048,ES23,36597.15,72,True
220089,ES21,60612.84,955,False
470029,ES64,34941.2,1069,True
81885,ES70,28718.59,1217,False
90133,ES12,67482.56,1035,False
