encoding|code_clean|description|source|observations|alternative_code_cnf
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663881
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663920
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664053
atc|B03AA03|ferrous gluconate|WHO Collaborating Centre for Drug Statistics Methodology||664092
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664236
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664237
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664241
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664242
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664265
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664283
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664304
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664305
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664322
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664324
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664412
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664413
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664432
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664472
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664473
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664475
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664476
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664477
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664478
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664479
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664480
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664481
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664483
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664484
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664485
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664582
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664583
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664586
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664658
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664682
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664686
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664772
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664930
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664931
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665013
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665303
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||665653
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665660
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||665661
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665662
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665882
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665888
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||665929
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665969
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665974
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||666029
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||666037
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||667022
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||669721
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||669799
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||671033
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||671327
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||671483
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||671859
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671971
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671972
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671973
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671975
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671976
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671977
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671978
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671979
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671980
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671992
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671993
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671994
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671995
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671996
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671997
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671998
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671999
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672013
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672073
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||672098
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672099
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672422
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672423
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672471
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672494
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672495
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672496
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672497
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672510
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672511
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672512
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672513
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672520
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672523
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672524
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672525
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672526
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||672593
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672685
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672841
atc|B03AA07|ferrous sulfate|WHO Collaborating Centre for Drug Statistics Methodology||672908
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672976
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673033
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673050
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673051
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673052
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673054
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673143
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673155
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673163
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673164
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673254
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673260
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||674008
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||674937
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||675195
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||675294
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||675296
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||675297
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||676619
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||677497
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||677574
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||677711
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||678867
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||680273
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||680413
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||680784
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||680797
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||681258
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||681259
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||681342
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||681372
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||681386
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||681401
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||682922
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||683358
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||684605
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||684613
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||684712
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||685347
atc|B03AB02|saccharated iron oxide|WHO Collaborating Centre for Drug Statistics Methodology||685977
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||686580
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||686886
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||686887
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||686894
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||688042
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||689840
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||690037
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||690262
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||691346
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||691704
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||691720
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||691729
atc|B03AA07|ferrous sulfate|WHO Collaborating Centre for Drug Statistics Methodology||691923
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||692202
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||692274
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||692275
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||692276
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||692309
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||692432
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||692463
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||693895
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||693903
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||693933
atc|B01AX05|Fondaparinux|WHO Collaborating Centre for Drug Statistics Methodology||694128
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||694307
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||694315
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||694537
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||694542
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||694543
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||694840
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||695490
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||695721
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||695722
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||696007
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||696009
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||696134
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||696135
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696863
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696865
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696866
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696867
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696868
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696869
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696870
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696871
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||696873
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||697209
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||697268
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||697278
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697441
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697442
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697443
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697444
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697445
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||697446
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||697897
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||697898
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||697899
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||697900
atc|B03AD03|ferrous sulfate and folic acid|WHO Collaborating Centre for Drug Statistics Methodology||698341
atc|B03AD03|ferrous sulfate and folic acid|WHO Collaborating Centre for Drug Statistics Methodology||698342
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||698360
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||698437
atc|B03AD03|ferrous sulfate and folic acid|WHO Collaborating Centre for Drug Statistics Methodology||699066
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||699407
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||699408
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||699454
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||699462
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||699470
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||699488
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||699496
atc|B03AD02|ferrous fumarate and folic acid|WHO Collaborating Centre for Drug Statistics Methodology||699553
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||700013
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||700340
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||700505
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||700620
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||700621
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||700666
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||700740
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||702411
atc|B01AB11|Bemiparin|WHO Collaborating Centre for Drug Statistics Methodology||703003
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||703041
atc|B03BA01|cyanocobalamin|WHO Collaborating Centre for Drug Statistics Methodology||703157
atc|B01AF02|Apixaban|WHO Collaborating Centre for Drug Statistics Methodology||703230
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||703813
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||704005
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||704400
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||704449
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||704625
atc|B03BA04|cobamamide|WHO Collaborating Centre for Drug Statistics Methodology||704742
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704863
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704864
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704878
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704879
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704881
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||704883
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||704983
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||706751
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||706841
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||706842
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||710265
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||710266
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||710323
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||710324
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||710921
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||710996
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||711550
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||711552
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||712067
atc|B01AA03|Warfarin|WHO Collaborating Centre for Drug Statistics Methodology||712273
atc|B03BA05|mecobalamin|WHO Collaborating Centre for Drug Statistics Methodology||712356
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||712511
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||712512
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||712513
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||713577
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||713578
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||714433
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||714440
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||715018
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||715020
atc|B03AB10|ferric maltol|WHO Collaborating Centre for Drug Statistics Methodology||716119
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||716604
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||716605
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719275
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719277
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719281
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719284
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719285
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719287
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719288
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719289
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719291
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719295
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719296
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719298
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719301
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719302
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719304
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719306
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719308
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719311
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719333
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719335
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719340
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719349
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719350
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719352
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719353
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719354
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719356
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719359
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719360
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719362
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719365
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719366
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719368
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719370
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719372
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||719374
atc|B01AB11|Bemiparin|WHO Collaborating Centre for Drug Statistics Methodology||720407
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720563
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720564
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720566
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720567
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720568
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720569
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720570
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720571
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720572
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720574
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720575
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720576
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720577
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720578
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||720579
