encoding|code_clean|description|source|observations|alternative_code_cnf
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||656040
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||656043
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||656044
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||656045
atc|B02AB02|Alfa1 antitrypsin|WHO Collaborating Centre for Drug Statistics Methodology||656186
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||656355
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||656553
atc|B03AA07|ferrous sulfate|WHO Collaborating Centre for Drug Statistics Methodology||656582
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||656691
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||656845
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||656862
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||657205
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||658111
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||658385
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||658401
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||658427
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||658443
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||658526
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||659056
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||659057
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||659133
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||659171
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||659172
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||659173
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||659174
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||659218
atc|B03AD03|ferrous sulfate and folic acid|WHO Collaborating Centre for Drug Statistics Methodology||659293
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||659323
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659519
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659520
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659521
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659522
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659523
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||659525
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||659742
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||659743
atc|B01AB10|Tinzaparin|WHO Collaborating Centre for Drug Statistics Methodology||659744
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660001
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660027
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660043
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660068
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660084
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660100
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660126
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660201
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||660229
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||660349
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||660351
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660372
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660509
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660510
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660511
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660512
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660513
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660515
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660516
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660517
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660518
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660519
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660520
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660521
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660523
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660524
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660525
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660526
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660527
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660528
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660529
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660531
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660532
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||660547
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||660549
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660791
atc|B01AE07|Dabigatran|WHO Collaborating Centre for Drug Statistics Methodology||660792
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||660903
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||660904
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660945
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||660946
atc|B02BD08|coagulation factor VIIa|WHO Collaborating Centre for Drug Statistics Methodology||661013
atc|B02BD08|coagulation factor VIIa|WHO Collaborating Centre for Drug Statistics Methodology||661014
atc|B02BD08|coagulation factor VIIa|WHO Collaborating Centre for Drug Statistics Methodology||661015
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||661051
atc|B02BD01|coagulation factor IX, II, VII and X in combination|WHO Collaborating Centre for Drug Statistics Methodology||661111
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||661285
atc|B03XA03|methoxy polyethylene glycol-epoetin beta|WHO Collaborating Centre for Drug Statistics Methodology||661286
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||661304
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||661305
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||661360
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||661361
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||661362
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||661513
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||661546
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||661553
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||661561
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||661608
atc|B01AF01|Rivaroxaban|WHO Collaborating Centre for Drug Statistics Methodology||661609
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||661692
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||661693
atc|B03BB51|folic acid, combinations|WHO Collaborating Centre for Drug Statistics Methodology||661735
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||662555
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||662709
atc|B01AC22|Prasugrel|WHO Collaborating Centre for Drug Statistics Methodology||662710
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663006
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663007
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663008
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663009
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663010
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663011
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663012
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663014
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663015
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||663016
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663177
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||663212
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663246
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663249
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663259
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663265
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663283
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663284
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663285
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663287
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663317
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663318
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663319
atc|B03AA01|ferrous glycine sulfate|WHO Collaborating Centre for Drug Statistics Methodology||663320
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663321
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663322
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663323
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||663324
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||663325
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||663326
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||663327
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||663329
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||663330
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663349
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663359
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663660
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663712
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663841
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663881
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663887
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663888
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663889
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663890
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663891
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663892
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663893
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663894
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663895
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663896
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663897
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663899
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663900
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663901
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663902
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||663903
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||663920
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664053
atc|B03AA03|ferrous gluconate|WHO Collaborating Centre for Drug Statistics Methodology||664092
atc|B03XA02|darbepoetin alfa|WHO Collaborating Centre for Drug Statistics Methodology||664093
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||664103
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||664104
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||664126
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664236
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664237
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664241
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664242
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664265
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664283
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664304
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664305
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664322
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664324
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664412
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664413
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664432
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664472
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664473
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664475
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664476
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664477
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664478
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664479
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664480
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664481
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664483
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664484
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664485
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||664553
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||664575
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664582
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664583
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664586
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664658
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664682
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664686
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664772
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664930
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||664931
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665013
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665303
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||665653
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665660
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||665661
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665662
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||665880
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665882
atc|B02BD02|coagulation factor VIII|WHO Collaborating Centre for Drug Statistics Methodology||665884
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665888
atc|B01AC24|Ticagrelor|WHO Collaborating Centre for Drug Statistics Methodology||665929
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665969
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||665971
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||665972
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||665973
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||665974
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||666029
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||666037
atc|B01AC05|Ticlopidine|WHO Collaborating Centre for Drug Statistics Methodology||667022
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667212
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667220
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667238
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667246
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667253
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667261
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667279
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667287
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667295
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667303
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667311
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667329
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667337
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667345
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667352
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667360
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667378
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667386
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667394
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667402
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667410
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667428
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667436
atc|B03XA01|erythropoietin|WHO Collaborating Centre for Drug Statistics Methodology||667444
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||669721
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||669799
atc|B02BD06|von Willebrand factor and coagulation factor VIII in combination|WHO Collaborating Centre for Drug Statistics Methodology||670299
atc|B02BD06|von Willebrand factor and coagulation factor VIII in combination|WHO Collaborating Centre for Drug Statistics Methodology||670349
atc|B02BD06|von Willebrand factor and coagulation factor VIII in combination|WHO Collaborating Centre for Drug Statistics Methodology||670356
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||670627
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||670632
atc|B03AC|Iron, parenteral preparations|WHO Collaborating Centre for Drug Statistics Methodology||670633
atc|B02BD06|von Willebrand factor and coagulation factor VIII in combination|WHO Collaborating Centre for Drug Statistics Methodology||671005
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||671033
atc|B02BD06|von Willebrand factor and coagulation factor VIII in combination|WHO Collaborating Centre for Drug Statistics Methodology||671318
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||671327
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||671427
atc|B02BD04|coagulation factor IX|WHO Collaborating Centre for Drug Statistics Methodology||671428
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||671483
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||671859
atc|B02AA01|Aminocaproic acid|WHO Collaborating Centre for Drug Statistics Methodology||671960
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671971
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671972
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671973
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671975
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671976
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671977
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671978
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671979
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671980
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671992
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671993
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671994
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671995
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671996
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671997
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671998
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||671999
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672013
atc|B02AA02|Tranexamic acid|WHO Collaborating Centre for Drug Statistics Methodology||672018
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672073
atc|B03BB01|folic acid|WHO Collaborating Centre for Drug Statistics Methodology||672098
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672099
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672422
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672423
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672471
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672494
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672495
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672496
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672497
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672510
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672511
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672512
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672513
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672520
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672523
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672524
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672525
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672526
atc|B01AB05|Enoxaparin|WHO Collaborating Centre for Drug Statistics Methodology||672593
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672685
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||672841
atc|B03AA07|ferrous sulfate|WHO Collaborating Centre for Drug Statistics Methodology||672908
atc|B01AC06|Acetylsalicylic acid|WHO Collaborating Centre for Drug Statistics Methodology||672976
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673033
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673050
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673051
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673052
atc|B01AB04|Dalteparin|WHO Collaborating Centre for Drug Statistics Methodology||673054
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673143
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673155
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673163
atc|B01AC04|Clopidogrel|WHO Collaborating Centre for Drug Statistics Methodology||673164
