"encoding","code","code_clean","description","tumor_bl","observations"
"ICD-10","C47.10","C4710","Neoplasia maligna de nervios periféricos de extremidad superior no especificada incluyendo hombro",1,
"ICD-10","C47.11","C4711","Neoplasia maligna de nervios periféricos de extremidad superior derecha incluyendo hombro",1,
"ICD-10","C47.12","C4712","Neoplasia maligna de nervios periféricos de extremidad superior izquierda incluyendo hombro",1,
"ICD-10","C47.20","C4720","Neoplasia maligna de nervios periféricos de extremidad inferior no especificada incluyendo cadera",1,
"ICD-10","C47.21","C4721","Neoplasia maligna de nervios periféricos de extremidad inferior derecha incluyendo cadera",1,
"ICD-10","C47.22","C4722","Neoplasia maligna de nervios periféricos de extremidad inferior izquierda incluyendo cadera",1,
"ICD-10","C49.10","C4910","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad superior no especificada incluyendo hombro",1,
"ICD-10","C49.11","C4911","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad superior derecha incluyendo hombro",1,
"ICD-10","C49.12","C4912","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad superior izquierda incluyendo hombro",1,
"ICD-10","C49.20","C4920","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad inferior no especificada incluyendo cadera",1,
"ICD-10","C49.21","C4921","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad inferior derecha incluyendo cadera",1,
"ICD-10","C49.22","C4922","Neoplasia maligna de tejido conjuntivo y tejidos blandos de extremidad inferior izquierda incluyendo cadera",1,
"ICD-10","C49.A0","C49A0","Tumor estromal gastrointestinal localización no especificada",1,
"ICD-10","C49.A1","C49A1","Tumor estromal gastrointestinal de esófago",1,
"ICD-10","C49.A2","C49A2","Tumor estromal gastrointestinal de estómago",1,
"ICD-10","C49.A3","C49A3","Tumor estromal gastrointestinal de intestino delgado",1,
"ICD-10","C49.A4","C49A4","Tumor estromal gastrointestinal de intestino grueso",1,
"ICD-10","C49.A5","C49A5","Tumor estromal gastrointestinal de recto",1,
"ICD-10","C49.A9","C49A9","Tumor estromal gastrointestinal de otras localizaciones",1,
"ICD-10","C50.01","C5001","Neoplasia maligna de pezón y areola femeninos",1,
"ICD-10","C50.02","C5002","Neoplasia maligna de pezón y areola masculinos",1,
"ICD-10","C50.11","C5011","Neoplasia maligna de porción central de mama femenina",1,
"ICD-10","C50.12","C5012","Neoplasia maligna de porción central de mama masculina",1,
"ICD-10","C50.21","C5021","Neoplasia maligna de cuadrante superior interno de mama femenina",1,
"ICD-10","C50.22","C5022","Neoplasia maligna de cuadrante superior interno de mama masculina",1,
"ICD-10","C50.31","C5031","Neoplasia maligna de cuadrante inferior interno de mama femenina",1,
"ICD-10","C50.32","C5032","Neoplasia maligna de cuadrante inferior interno de mama masculina",1,
"ICD-10","C50.41","C5041","Neoplasia maligna de cuadrante superior externo de mama femenina",1,
"ICD-10","C50.42","C5042","Neoplasia maligna de cuadrante superior externo de mama masculina",1,
"ICD-10","C50.51","C5051","Neoplasia maligna de cuadrante inferior externo de mama femenina",1,
"ICD-10","C50.52","C5052","Neoplasia maligna de cuadrante inferior externo de mama masculina",1,
"ICD-10","C50.61","C5061","Neoplasia maligna de cola axilar de mama femenina",1,
"ICD-10","C50.62","C5062","Neoplasia maligna de cola axilar de mama masculina",1,
"ICD-10","C50.81","C5081","Neoplasia maligna de localizaciones contiguas de mama femenina",1,
"ICD-10","C50.82","C5082","Neoplasia maligna de localizaciones contiguas de mama masculina",1,
"ICD-10","C50.91","C5091","Neoplasia maligna de localización no especificada de mama femenina",1,
"ICD-10","C50.92","C5092","Neoplasia maligna de localización no especificada de mama masculina",1,
"ICD-10","C57.00","C5700","Neoplasia maligna de trompa de Falopio no especificada",1,
"ICD-10","C57.01","C5701","Neoplasia maligna de trompa de Falopio derecha",1,
"ICD-10","C57.02","C5702","Neoplasia maligna de trompa de Falopio izquierda",1,
"ICD-10","C57.10","C5710","Neoplasia maligna de ligamento ancho no especificado",1,
"ICD-10","C57.11","C5711","Neoplasia maligna de ligamento ancho derecho",1,
"ICD-10","C57.12","C5712","Neoplasia maligna de ligamento ancho izquierdo",1,
"ICD-10","C57.20","C5720","Neoplasia maligna de ligamento redondo no especificado",1,
"ICD-10","C57.21","C5721","Neoplasia maligna de ligamento redondo derecho",1,
"ICD-10","C57.22","C5722","Neoplasia maligna de ligamento redondo izquierdo",1,
"ICD-10","C62.00","C6200","Neoplasia maligna de testículo no descendido no especificado",1,
"ICD-10","C62.01","C6201","Neoplasia maligna de testículo no descendido derecho",1,
"ICD-10","C62.02","C6202","Neoplasia maligna de testículo no descendido izquierdo",1,
"ICD-10","C62.10","C6210","Neoplasia maligna de testículo descendido no especificado",1,
"ICD-10","C62.11","C6211","Neoplasia maligna de testículo descendido derecho",1,
"ICD-10","C62.12","C6212","Neoplasia maligna de testículo descendido izquierdo",1,
"ICD-10","C62.90","C6290","Neoplasia maligna de testículo no especificado sin especificar si descendido o no descendido",1,
"ICD-10","C62.91","C6291","Neoplasia maligna de testículo derecho no especificado como descendido o no descendido",1,
"ICD-10","C62.92","C6292","Neoplasia maligna de testículo izquierdo no especificado como descendido o no descendido",1,
"ICD-10","C63.00","C6300","Neoplasia maligna de epidídimo no especificado",1,
"ICD-10","C63.01","C6301","Neoplasia maligna de epidídimo derecho",1,
"ICD-10","C63.02","C6302","Neoplasia maligna de epidídimo izquierdo",1,
"ICD-10","C63.10","C6310","Neoplasia maligna de cordón espermático no especificado",1,
"ICD-10","C63.11","C6311","Neoplasia maligna de cordón espermático derecho",1,
"ICD-10","C63.12","C6312","Neoplasia maligna de cordón espermático izquierdo",1,
"ICD-10","C69.00","C6900","Neoplasia maligna de conjuntiva no especificada",1,
"ICD-10","C69.01","C6901","Neoplasia maligna de conjuntiva derecha",1,
"ICD-10","C69.02","C6902","Neoplasia maligna de conjuntiva izquierda",1,
"ICD-10","C69.10","C6910","Neoplasia maligna de córnea no especificada",1,
"ICD-10","C69.11","C6911","Neoplasia maligna de córnea derecha",1,
"ICD-10","C69.12","C6912","Neoplasia maligna de córnea izquierda",1,
"ICD-10","C69.20","C6920","Neoplasia maligna de retina no especificada",1,
"ICD-10","C69.21","C6921","Neoplasia maligna de retina derecha",1,
"ICD-10","C69.22","C6922","Neoplasia maligna de retina izquierda",1,
"ICD-10","C69.30","C6930","Neoplasia maligna de coroides no especificada",1,
"ICD-10","C69.31","C6931","Neoplasia maligna de coroides derecha",1,
"ICD-10","C69.32","C6932","Neoplasia maligna de coroides izquierda",1,
"ICD-10","C69.40","C6940","Neoplasia maligna de cuerpo ciliar no especificado",1,
"ICD-10","C69.41","C6941","Neoplasia maligna de cuerpo ciliar derecho",1,
"ICD-10","C69.42","C6942","Neoplasia maligna de cuerpo ciliar izquierdo",1,
"ICD-10","C69.50","C6950","Neoplasia maligna de glándula y conducto lacrimal no especificado",1,
"ICD-10","C69.51","C6951","Neoplasia maligna de glándula y conducto lacrimal derecho",1,
"ICD-10","C69.52","C6952","Neoplasia maligna de glándula y conducto lacrimal izquierdo",1,
"ICD-10","C69.60","C6960","Neoplasia maligna de órbita no especificada",1,
"ICD-10","C69.61","C6961","Neoplasia maligna de órbita derecha",1,
"ICD-10","C69.62","C6962","Neoplasia maligna de órbita izquierda",1,
"ICD-10","C69.80","C6980","Neoplasia maligna de localizaciones contiguas de ojo y sus anexos no especificados",1,
"ICD-10","C69.81","C6981","Neoplasia maligna de localizaciones contiguas de ojo derecho y sus anexos",1,
"ICD-10","C69.82","C6982","Neoplasia maligna de localizaciones contiguas de ojo izquierdo y sus anexos",1,
"ICD-10","C69.90","C6990","Neoplasia maligna de ojo de localización no especificada de ojo no especificado",1,
"ICD-10","C69.91","C6991","Neoplasia maligna de localización no especificada de ojo derecho",1,
"ICD-10","C69.92","C6992","Neoplasia maligna de localización no especificada de ojo izquierdo",1,
"ICD-10","C72.20","C7220","Neoplasia maligna de nervio olfatorio no especificado",1,
"ICD-10","C72.21","C7221","Neoplasia maligna de nervio olfatorio derecho",1,
"ICD-10","C72.22","C7222","Neoplasia maligna de nervio olfatorio izquierdo",1,
"ICD-10","C72.30","C7230","Neoplasia maligna de nervio óptico no especificado",1,
"ICD-10","C72.31","C7231","Neoplasia maligna de nervio óptico derecho",1,
"ICD-10","C72.32","C7232","Neoplasia maligna de nervio óptico izquierdo",1,
"ICD-10","C72.40","C7240","Neoplasia maligna de nervio acústico no especificado",1,
"ICD-10","C72.41","C7241","Neoplasia maligna de nervio acústico derecho",1,
"ICD-10","C72.42","C7242","Neoplasia maligna de nervio acústico izquierdo",1,
"ICD-10","C72.50","C7250","Neoplasia maligna de nervios craneales no especificados",1,
"ICD-10","C72.59","C7259","Neoplasia maligna de otros nervios craneales",1,
"ICD-10","C74.00","C7400","Neoplasia maligna de corteza de glándula suprarrenal no especificada",1,
"ICD-10","C74.01","C7401","Neoplasia maligna de corteza de glándula suprarrenal derecha",1,
"ICD-10","C74.02","C7402","Neoplasia maligna de corteza de glándula suprarrenal izquierda",1,
"ICD-10","C74.10","C7410","Neoplasia maligna de médula de glándula suprarrenal no especificada",1,
"ICD-10","C74.11","C7411","Neoplasia maligna de médula de glándula suprarrenal derecha",1,
"ICD-10","C74.12","C7412","Neoplasia maligna de médula de glándula suprarrenal izquierda",1,
"ICD-10","C74.90","C7490","Neoplasia maligna de parte no especificada de glándula suprarrenal no especificada",1,
"ICD-10","C74.91","C7491","Neoplasia maligna de parte no especificada de glándula suprarrenal derecha",1,
"ICD-10","C74.92","C7492","Neoplasia maligna de parte no especificada glándula suprarrenal izquierda",1,
"ICD-10","C7A.00","C7A00","Tumor carcinoide maligno de localización no especificada",1,
"ICD-10","C7A.01","C7A01","Tumores carcinoides malignos de intestino delgado",1,
"ICD-10","C7A.02","C7A02","Tumores carcinoides malignos de apéndice intestino grueso y recto",1,
"ICD-10","C7A.09","C7A09","Tumores carcinoides malignos de otras localizaciones",1,
"ICD-10","C7B.00","C7B00","Tumores carcinoides secundarios localización no especificada",1,
"ICD-10","C7B.01","C7B01","Tumores carcinoides secundarios de ganglios linfáticos a distancia",1,
"ICD-10","C7B.02","C7B02","Tumores carcinoides secundarios de hígado",1,
"ICD-10","C7B.03","C7B03","Tumores carcinoides secundarios de hueso",1,
"ICD-10","C7B.04","C7B04","Tumores carcinoides secundarios de peritoneo",1,
"ICD-10","C7B.09","C7B09","Tumores carcinoides secundarios de otras localizaciones",1,
"ICD-10","C76.40","C7640","Neoplasia maligna de extremidad superior no especificada",1,
"ICD-10","C76.41","C7641","Neoplasia maligna de extremidad superior derecha",1,
"ICD-10","C76.42","C7642","Neoplasia maligna de extremidad superior izquierda",1,
"ICD-10","C76.50","C7650","Neoplasia maligna de extremidad inferior no especificada",1,
"ICD-10","C76.51","C7651","Neoplasia maligna de extremidad inferior derecha",1,
"ICD-10","C76.52","C7652","Neoplasia maligna de extremidad inferior izquierda",1,
"ICD-10","C78.00","C7800","Neoplasia maligna secundaria de pulmón no especificado",1,
"ICD-10","C78.01","C7801","Neoplasia maligna secundaria de pulmón derecho",1,
"ICD-10","C78.02","C7802","Neoplasia maligna secundaria de pulmón izquierdo",1,
"ICD-10","C78.30","C7830","Neoplasia maligna secundaria de órgano respiratorio no especificado",1,
"ICD-10","C78.39","C7839","Neoplasia maligna secundaria de otros órganos respiratorios",1,
"ICD-10","C78.80","C7880","Neoplasia maligna secundaria de órganos digestivos no especificados",1,
"ICD-10","C78.89","C7889","Neoplasia maligna secundaria de otros órganos del aparato digestivo",1,
"ICD-10","C79.00","C7900","Neoplasia maligna secundaria de riñón y pelvis renal no especificados",1,
"ICD-10","C79.01","C7901","Neoplasia maligna secundaria de riñón y pelvis renal derechos",1,
"ICD-10","C79.02","C7902","Neoplasia maligna secundaria de riñón y pelvis renal izquierdos",1,
"ICD-10","C79.10","C7910","Neoplasia maligna secundaria de órganos urinarios no especificados",1,
"ICD-10","C79.11","C7911","Neoplasia maligna secundaria de vejiga",1,
"ICD-10","C79.19","C7919","Neoplasia maligna secundaria de otros órganos urinarios",1,
"ICD-10","C79.31","C7931","Neoplasia maligna secundaria de cerebro",1,
"ICD-10","C79.32","C7932","Neoplasia maligna secundaria de meninges cerebrales",1,
"ICD-10","C79.40","C7940","Neoplasia maligna secundaria de parte no especificada del sistema nervioso",1,
"ICD-10","C79.49","C7949","Neoplasia maligna secundaria de otras partes del sistema nervioso",1,
"ICD-10","C79.51","C7951","Neoplasia maligna secundaria de hueso",1,
"ICD-10","C79.52","C7952","Neoplasia maligna secundaria de médula ósea",1,
"ICD-10","C79.60","C7960","Neoplasia maligna secundaria de ovario no especificado",1,
"ICD-10","C79.61","C7961","Neoplasia maligna secundaria de ovario derecho",1,
"ICD-10","C79.62","C7962","Neoplasia maligna secundaria de ovario izquierdo",1,
"ICD-10","C79.70","C7970","Neoplasia maligna secundaria de glándula suprarrenal no especificada",1,
"ICD-10","C79.71","C7971","Neoplasia maligna secundaria de glándula suprarrenal derecha",1,
"ICD-10","C79.72","C7972","Neoplasia maligna secundaria de glándula suprarrenal izquierda",1,
"ICD-10","C79.81","C7981","Neoplasia maligna secundaria de mama",1,
"ICD-10","C79.82","C7982","Neoplasia maligna secundaria de órganos genitales",1,
"ICD-10","C79.89","C7989","Neoplasia maligna secundaria de otras localizaciones especificadas",1,
"ICD-10","C00.0","C000","Neoplasia maligna de labio superior cara externa",1,
"ICD-10","C00.1","C001","Neoplasia maligna de labio inferior cara externa",1,
"ICD-10","C00.2","C002","Neoplasia maligna de labio no especificado cara externa",1,
"ICD-10","C00.3","C003","Neoplasia maligna de labio superior cara interna",1,
"ICD-10","C00.4","C004","Neoplasia maligna de labio inferior cara interna",1,
"ICD-10","C00.5","C005","Neoplasia maligna de labio no especificado cara interior",1,
"ICD-10","C00.6","C006","Neoplasia maligna de comisura de labio no especificada",1,
"ICD-10","C00.8","C008","Neoplasia maligna de localizaciones contiguas de labio",1,
"ICD-10","C00.9","C009","Neoplasia maligna de labio no especificada",1,
"ICD-10","C02.0","C020","Neoplasia maligna de superficie dorsal de la lengua",1,
"ICD-10","C02.1","C021","Neoplasia maligna de borde de la lengua",1,
"ICD-10","C02.2","C022","Neoplasia maligna de superficie ventral de la lengua",1,
"ICD-10","C02.3","C023","Neoplasia maligna de dos tercios anteriores de la lengua parte no especificada",1,
"ICD-10","C02.4","C024","Neoplasia maligna de amígdala lingual",1,
"ICD-10","C02.8","C028","Neoplasia maligna de localizaciones contiguas de la lengua",1,
"ICD-10","C02.9","C029","Neoplasia maligna de la lengua no especificada",1,
"ICD-10","C03.0","C030","Neoplasia maligna de encía superior",1,
"ICD-10","C03.1","C031","Neoplasia maligna de encía inferior",1,
"ICD-10","C03.9","C039","Neoplasia maligna de encía no especificada",1,
"ICD-10","C04.0","C040","Neoplasia maligna de suelo de la boca parte anterior",1,
"ICD-10","C04.1","C041","Neoplasia maligna de suelo de la boca parte lateral",1,
"ICD-10","C04.8","C048","Neoplasia maligna de localizaciones contiguas de suelo de la boca",1,
"ICD-10","C04.9","C049","Neoplasia maligna de suelo de la boca no especificada",1,
"ICD-10","C05.0","C050","Neoplasia maligna de paladar duro",1,
"ICD-10","C05.1","C051","Neoplasia maligna de paladar blando",1,
"ICD-10","C05.2","C052","Neoplasia maligna de úvula",1,
"ICD-10","C05.8","C058","Neoplasia maligna de localizaciones contiguas de paladar",1,
"ICD-10","C05.9","C059","Neoplasia maligna de paladar no especificada",1,
"ICD-10","C06.0","C060","Neoplasia maligna de mucosa de la mejilla",1,
"ICD-10","C06.1","C061","Neoplasia maligna de vestíbulo de la boca",1,
"ICD-10","C06.2","C062","Neoplasia maligna de área retromolar",1,
"ICD-10","C06.8","C068","Neoplasia maligna de localizaciones contiguas de otras partes de la boca y de las no especificadas",1,
"ICD-10","C06.9","C069","Neoplasia maligna de boca no especificada",1,
"ICD-10","C08.0","C080","Neoplasia maligna de glándula submandibular",1,
"ICD-10","C08.1","C081","Neoplasia maligna de glándula sublingual",1,
"ICD-10","C08.9","C089","Neoplasia maligna de glándula salival mayor no especificada",1,
"ICD-10","C09.0","C090","Neoplasia maligna de fosa amigdalina",1,
"ICD-10","C09.1","C091","Neoplasia maligna de pilar amigdalino (anterior) (posterior)",1,
"ICD-10","C09.8","C098","Neoplasia maligna de localizaciones contiguas de amígdala",1,
"ICD-10","C09.9","C099","Neoplasia maligna de amígdala no especificada",1,
"ICD-10","C10.0","C100","Neoplasia maligna de valécula",1,
"ICD-10","C10.1","C101","Neoplasia maligna de superficie anterior de epiglotis",1,
"ICD-10","C10.2","C102","Neoplasia maligna de pared lateral de orofaringe",1,
"ICD-10","C10.3","C103","Neoplasia maligna de pared posterior de orofaringe",1,
"ICD-10","C10.4","C104","Neoplasia maligna de hendidura branquial",1,
"ICD-10","C10.8","C108","Neoplasia maligna de localizaciones contiguas de orofaringe",1,
"ICD-10","C10.9","C109","Neoplasia maligna de orofaringe no especificada",1,
"ICD-10","C11.0","C110","Neoplasia maligna de pared superior de nasofaringe",1,
"ICD-10","C11.1","C111","Neoplasia maligna de pared posterior de nasofaringe",1,
"ICD-10","C11.2","C112","Neoplasia maligna de pared lateral de nasofaringe",1,
"ICD-10","C11.3","C113","Neoplasia maligna de pared anterior de nasofaringe",1,
"ICD-10","C11.8","C118","Neoplasia maligna de localizaciones contiguas de nasofaringe",1,
"ICD-10","C11.9","C119","Neoplasia maligna de nasofaringe no especificada",1,
"ICD-10","C13.0","C130","Neoplasia maligna de región poscricoidea",1,
"ICD-10","C13.1","C131","Neoplasia maligna de pliegue aritenoepiglótico cara hipofaríngea",1,
"ICD-10","C13.2","C132","Neoplasia maligna de pared posterior de hipofaringe",1,
"ICD-10","C13.8","C138","Neoplasia maligna de localizaciones contiguas de hipofaringe",1,
"ICD-10","C13.9","C139","Neoplasia maligna de hipofaringe no especificada",1,
"ICD-10","C14.0","C140","Neoplasia maligna de faringe no especificada",1,
"ICD-10","C14.2","C142","Neoplasia maligna de anillo de Waldeyer",1,
"ICD-10","C14.8","C148","Neoplasia maligna de localizaciones contiguas de labio cavidad oral y faringe",1,
"ICD-10","C15.3","C153","Neoplasia maligna de tercio superior de esófago",1,
"ICD-10","C15.4","C154","Neoplasia maligna de tercio medio de esófago",1,
"ICD-10","C15.5","C155","Neoplasia maligna de tercio inferior de esófago",1,
"ICD-10","C15.8","C158","Neoplasia maligna de localizaciones contiguas de esófago",1,
"ICD-10","C15.9","C159","Neoplasia maligna de esófago no especificada",1,
"ICD-10","C16.0","C160","Neoplasia maligna de cardias",1,
"ICD-10","C16.1","C161","Neoplasia maligna de fondo de estómago",1,
"ICD-10","C16.2","C162","Neoplasia maligna de cuerpo de estómago",1,
"ICD-10","C16.3","C163","Neoplasia maligna de antro pilórico",1,
"ICD-10","C16.4","C164","Neoplasia maligna de píloro",1,
"ICD-10","C16.5","C165","Neoplasia maligna de curvatura menor de estómago no especificada",1,
"ICD-10","C16.6","C166","Neoplasia maligna de curvatura mayor de estómago no especificada",1,
"ICD-10","C16.8","C168","Neoplasia maligna de localizaciones contiguas de estómago",1,
"ICD-10","C16.9","C169","Neoplasia maligna de estómago no especificada",1,
"ICD-10","C17.0","C170","Neoplasia maligna de duodeno",1,
"ICD-10","C17.1","C171","Neoplasia maligna de yeyuno",1,
"ICD-10","C17.2","C172","Neoplasia maligna de íleon",1,
"ICD-10","C17.3","C173","Divertículo de Meckel maligno",1,
"ICD-10","C17.8","C178","Neoplasia maligna de localizaciones contiguas de intestino delgado",1,
"ICD-10","C17.9","C179","Neoplasia maligna de intestino delgado no especificada",1,
"ICD-10","C18.0","C180","Neoplasia maligna de ciego",1,
"ICD-10","C18.1","C181","Neoplasia maligna de apéndice",1,
"ICD-10","C18.2","C182","Neoplasia maligna de colon ascendente",1,
"ICD-10","C18.3","C183","Neoplasia maligna de ángulo hepático",1,
"ICD-10","C18.4","C184","Neoplasia maligna de colon transverso",1,
"ICD-10","C18.5","C185","Neoplasia maligna de ángulo esplénico",1,
"ICD-10","C18.6","C186","Neoplasia maligna de colon descendente izquierdo (L)",1,
"ICD-10","C18.7","C187","Neoplasia maligna de colon sigmoide",1,
"ICD-10","C18.8","C188","Neoplasia maligna de localizaciones contiguas de colon",1,
"ICD-10","C18.9","C189","Neoplasia maligna de colon no especificada",1,
"ICD-10","C21.0","C210","Neoplasia maligna de ano no especificada",1,
"ICD-10","C21.1","C211","Neoplasia maligna de canal anal",1,
"ICD-10","C21.2","C212","Neoplasia maligna de zona cloacogénica",1,
"ICD-10","C21.8","C218","Neoplasia maligna de localizaciones contiguas de recto ano y canal anal",1,
"ICD-10","C22.0","C220","Carcinoma de células hepáticas",1,
"ICD-10","C22.1","C221","Carcinoma de conducto biliar intrahepático",1,
"ICD-10","C22.2","C222","Hepatoblastoma",1,
"ICD-10","C22.3","C223","Angiosarcoma de hígado",1,
"ICD-10","C22.4","C224","Otros sarcomas de hígado",1,
"ICD-10","C22.7","C227","Otros carcinomas especificados de hígado",1,
"ICD-10","C22.8","C228","Neoplasia maligna de hígado primario no especificada en cuanto a tipo",1,
"ICD-10","C22.9","C229","Neoplasia maligna de hígado no especificada como primaria ni secundaria",1,
"ICD-10","C24.0","C240","Neoplasia maligna de vía biliar extrahepática",1,
"ICD-10","C24.1","C241","Neoplasia maligna de ampolla de Vater",1,
"ICD-10","C24.8","C248","Neoplasia maligna de localizaciones contiguas de vías biliares",1,
"ICD-10","C24.9","C249","Neoplasia maligna de tracto biliar no especificada",1,
"ICD-10","C25.0","C250","Neoplasia maligna de cabeza de páncreas",1,
"ICD-10","C25.1","C251","Neoplasia maligna de cuerpo de páncreas",1,
"ICD-10","C25.2","C252","Neoplasia maligna de cola de páncreas",1,
"ICD-10","C25.3","C253","Neoplasia maligna de conducto pancreático",1,
"ICD-10","C25.4","C254","Neoplasia maligna de páncreas endocrino",1,
"ICD-10","C25.7","C257","Neoplasia maligna de otras partes de páncreas",1,
"ICD-10","C25.8","C258","Neoplasia maligna de localizaciones contiguas de páncreas",1,
"ICD-10","C25.9","C259","Neoplasia maligna de páncreas no especificada",1,
"ICD-10","C26.0","C260","Neoplasia maligna de tracto intestinal parte no especificada",1,
"ICD-10","C26.1","C261","Neoplasia maligna de bazo",1,
"ICD-10","C26.9","C269","Neoplasia maligna de sitios mal definidos dentro del aparato digestivo",1,
"ICD-10","C30.0","C300","Neoplasia maligna de cavidad nasal",1,
"ICD-10","C30.1","C301","Neoplasia maligna de oído medio",1,
"ICD-10","C31.0","C310","Neoplasia maligna de seno maxilar",1,
"ICD-10","C31.1","C311","Neoplasia maligna de seno etmoidal",1,
"ICD-10","C31.2","C312","Neoplasia maligna de seno frontal",1,
"ICD-10","C31.3","C313","Neoplasia maligna de seno esfenoidal",1,
"ICD-10","C31.8","C318","Neoplasia maligna de localizaciones contiguas de senos accesorios",1,
"ICD-10","C31.9","C319","Neoplasia maligna de seno accesorio no especificada",1,
"ICD-10","C32.0","C320","Neoplasia maligna de glotis",1,
"ICD-10","C32.1","C321","Neoplasia maligna de supraglotis",1,
"ICD-10","C32.2","C322","Neoplasia maligna de subglotis",1,
"ICD-10","C32.3","C323","Neoplasia maligna de cartílago laríngeo",1,
"ICD-10","C32.8","C328","Neoplasia maligna de localizaciones contiguas de laringe",1,
"ICD-10","C32.9","C329","Neoplasia maligna de laringe no especificada",1,
"ICD-10","C34.0","C340","Neoplasia maligna de bronquio principal",1,
"ICD-10","C34.1","C341","Neoplasia maligna de lóbulo superior bronquio o pulmón",1,
"ICD-10","C34.2","C342","Neoplasia maligna de lóbulo medio bronquio o pulmón",1,
"ICD-10","C34.3","C343","Neoplasia maligna de lóbulo inferior bronquio o pulmón",1,
"ICD-10","C34.8","C348","Neoplasia maligna de localizaciones contiguas de bronquio y pulmón",1,
"ICD-10","C34.9","C349","Neoplasia maligna de parte no especificada de bronquio o pulmón",1,
"ICD-10","C38.0","C380","Neoplasia maligna de corazón",1,
"ICD-10","C38.1","C381","Neoplasia maligna de mediastino anterior",1,
"ICD-10","C38.2","C382","Neoplasia maligna de mediastino posterior",1,
"ICD-10","C38.3","C383","Neoplasia maligna de mediastino parte no especificada",1,
"ICD-10","C38.4","C384","Neoplasia maligna de pleura",1,
"ICD-10","C38.8","C388","Neoplasia maligna de localizaciones contiguas de corazón mediastino y pleura",1,
"ICD-10","C39.0","C390","Neoplasia maligna de tracto respiratorio superior parte no especificada",1,
"ICD-10","C39.9","C399","Neoplasia maligna de tracto respiratorio inferior parte no especificada",1,
"ICD-10","C40.0","C400","Neoplasia maligna de escápula y huesos largos de extremidad superior",1,
"ICD-10","C40.1","C401","Neoplasia maligna de huesos cortos de extremidad superior",1,
"ICD-10","C40.2","C402","Neoplasia maligna de huesos largos de extremidad inferior",1,
"ICD-10","C40.3","C403","Neoplasia maligna de huesos cortos de extremidad inferior",1,
"ICD-10","C40.8","C408","Neoplasia maligna de localizaciones contiguas de hueso y cartílago articular de extremidad",1,
"ICD-10","C40.9","C409","Neoplasia maligna de huesos y cartílago articular no especificados de extremidad",1,
"ICD-10","C41.0","C410","Neoplasia maligna de huesos de cráneo y cara",1,
"ICD-10","C41.1","C411","Neoplasia maligna de mandíbula",1,
"ICD-10","C41.2","C412","Neoplasia maligna de columna vertebral",1,
"ICD-10","C41.3","C413","Neoplasia maligna de costillas esternón y clavícula",1,
"ICD-10","C41.4","C414","Neoplasia maligna de huesos de pelvis sacro y cóccix",1,
"ICD-10","C41.9","C419","Neoplasia maligna de hueso y cartílago articular no especificada",1,
"ICD-10","C43.0","C430","Melanoma maligno de labio",1,
"ICD-10","C43.1","C431","Melanoma maligno de párpado incluyendo canto",1,
"ICD-10","C43.2","C432","Melanoma maligno de oído y de conducto auditivo externo",1,
"ICD-10","C43.3","C433","Melanoma maligno de otras partes de la cara y las no especificadas",1,
"ICD-10","C43.4","C434","Melanoma maligno de cuero cabelludo y cuello",1,
"ICD-10","C43.5","C435","Melanoma maligno de tronco",1,
"ICD-10","C43.6","C436","Melanoma maligno de extremidad superior incluyendo hombro",1,
"ICD-10","C43.7","C437","Melanoma maligno de extremidad inferior incluyendo cadera",1,
"ICD-10","C43.8","C438","Melanoma maligno de localizaciones contiguas de piel",1,
"ICD-10","C43.9","C439","Melanoma maligno de piel no especificado",1,
"ICD-10","C4A.0","C4A0","Carcinoma de células de Merkel de labio",1,
"ICD-10","C4A.1","C4A1","Carcinoma de células de Merkel de párpado incluyendo canto",1,
"ICD-10","C4A.2","C4A2","Carcinoma de células de Merkel de oído y conducto auditivo externo",1,
"ICD-10","C4A.3","C4A3","Carcinoma de células de Merkel de otras partes y las no especificadas de cara",1,
"ICD-10","C4A.4","C4A4","Carcinoma de células de Merkel de cuero cabelludo y cuello",1,
"ICD-10","C4A.5","C4A5","Carcinoma de células de Merkel de tronco",1,
"ICD-10","C4A.6","C4A6","Carcinoma de células de Merkel de extremidad superior incluyendo hombro",1,
"ICD-10","C4A.7","C4A7","Carcinoma de células de Merkel de extremidad inferior incluyendo cadera",1,
"ICD-10","C4A.8","C4A8","Carcinoma de células de Merkel de localizaciones contiguas",1,
"ICD-10","C4A.9","C4A9","Carcinoma de células de Merkel no especificado",1,
"ICD-10","C44.0","C440","Otra neoplasia maligna y las no especificadas de piel de labio",1,
"ICD-10","C44.1","C441","Otra neoplasia maligna y las no especificadas de piel de párpado incluyendo canto",1,
"ICD-10","C44.2","C442","Otra neoplasia maligna y las no especificadas de piel de oído y conducto auditivo externo",1,
"ICD-10","C44.3","C443","Otra neoplasia maligna y las no especificadas de piel de otras partes y las no especificadas de cara",1,
"ICD-10","C44.4","C444","Otra neoplasia maligna y las no especificadas de piel de cuero cabelludo y cuello",1,
"ICD-10","C44.5","C445","Otra neoplasia maligna y las no especificadas de piel de tronco",1,
