encoding,code,code_clean,description,Tipo código,Inclusión/Exclusión,Cohort,Subcohort,p_type_cd,d_type_cd,observations,comments
ICD-10,S72.114B,S72114B,"Fractura sin desplazamiento de trocánter mayor de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.114C,S72114C,"Fractura sin desplazamiento de trocánter mayor de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.115A,S72115A,"Fractura sin desplazamiento de trocánter mayor de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.115B,S72115B,"Fractura sin desplazamiento de trocánter mayor de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.115C,S72115C,"Fractura sin desplazamiento de trocánter mayor de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.116A,S72116A,"Fractura sin desplazamiento de trocánter mayor de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.116B,S72116B,"Fractura sin desplazamiento de trocánter mayor de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.116C,S72116C,"Fractura sin desplazamiento de trocánter mayor de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.121A,S72121A,"Fractura desplazada de trocánter menor de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.121B,S72121B,"Fractura desplazada de trocánter menor de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.121C,S72121C,"Fractura desplazada de trocánter menor de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.122A,S72122A,"Fractura desplazada de trocánter menor de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.122B,S72122B,"Fractura desplazada de trocánter menor de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.122C,S72122C,"Fractura desplazada de trocánter menor de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.123A,S72123A,"Fractura desplazada de trocánter menor de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.123B,S72123B,"Fractura desplazada de trocánter menor de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.123C,S72123C,"Fractura desplazada de trocánter menor de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.124A,S72124A,"Fractura sin desplazamiento de trocánter menor de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.124B,S72124B,"Fractura sin desplazamiento de trocánter menor de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.124C,S72124C,"Fractura sin desplazamiento de trocánter menor de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.125A,S72125A,"Fractura sin desplazamiento de trocánter menor de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.125B,S72125B,"Fractura sin desplazamiento de trocánter menor de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.125C,S72125C,"Fractura sin desplazamiento de trocánter menor de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.126A,S72126A,"Fractura sin desplazamiento de trocánter menor de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.126B,S72126B,"Fractura sin desplazamiento de trocánter menor de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.126C,S72126C,"Fractura sin desplazamiento de trocánter menor de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.131A,S72131A,"Fractura de apófisis desplazada de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.131B,S72131B,"Fractura de apófisis desplazada de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.131C,S72131C,"Fractura de apófisis desplazada de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.132A,S72132A,"Fractura de apófisis desplazada de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.132B,S72132B,"Fractura de apófisis desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.132C,S72132C,"Fractura de apófisis desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.133A,S72133A,"Fractura de apófisis desplazada de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.133B,S72133B,"Fractura de apófisis desplazada de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.133C,S72133C,"Fractura de apófisis desplazada de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.134A,S72134A,"Fractura de apófisis sin desplazamiento de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.134B,S72134B,"Fractura de apófisis sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.134C,S72134C,"Fractura de apófisis sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.135A,S72135A,"Fractura de apófisis sin desplazamiento de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.135B,S72135B,"Fractura de apófisis sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.135C,S72135C,"Fractura de apófisis sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.136A,S72136A,"Fractura de apófisis sin desplazamiento de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.136B,S72136B,"Fractura de apófisis sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.136C,S72136C,"Fractura de apófisis sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.141A,S72141A,"Fractura intertrocantérea desplazada de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.141B,S72141B,"Fractura intertrocantérea desplazada de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.141C,S72141C,"Fractura intertrocantérea desplazada de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.142A,S72142A,"Fractura intertrocantérea desplazada de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.142B,S72142B,"Fractura intertrocantérea desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.142C,S72142C,"Fractura intertrocantérea desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.143A,S72143A,"Fractura intertrocantérea desplazada de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.143B,S72143B,"Fractura intertrocantérea desplazada de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.143C,S72143C,"Fractura intertrocantérea desplazada de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.144A,S72144A,"Fractura intertrocantérea sin desplazamiento de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.144B,S72144B,"Fractura intertrocantérea sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.144C,S72144C,"Fractura intertrocantérea sin desplazamiento de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.145A,S72145A,"Fractura intertrocantérea sin desplazamiento de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.145B,S72145B,"Fractura intertrocantérea sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.145C,S72145C,"Fractura intertrocantérea sin desplazamiento de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.146A,S72146A,"Fractura intertrocantérea sin desplazamiento de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.146B,S72146B,"Fractura intertrocantérea sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.146C,S72146C,"Fractura intertrocantérea sin desplazamiento de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.21XA,S7221XA,"Fractura subtrocantérea desplazada de fémur derecho, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.21XB,S7221XB,"Fractura subtrocantérea desplazada de fémur derecho, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.21XC,S7221XC,"Fractura subtrocantérea desplazada de fémur derecho, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.22XA,S7222XA,"Fractura subtrocantérea desplazada de fémur izquierdo, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.22XB,S7222XB,"Fractura subtrocantérea desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.22XC,S7222XC,"Fractura subtrocantérea desplazada de fémur izquierdo, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.23XA,S7223XA,"Fractura subtrocantérea desplazada de fémur no especificado, contacto inicial por fractura cerrada",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.23XB,S7223XB,"Fractura subtrocantérea desplazada de fémur no especificado, contacto inicial por fractura abierta tipo I, II o NEOM",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
ICD-10,S72.23XC,S7223XC,"Fractura subtrocantérea desplazada de fémur no especificado, contacto inicial por fractura abierta tipo IIIA, IIIB o IIIC",Diagnóstico,E,Artroplastias primarias de Cadera,,,,Definición clínica de Artroplastia primaria de cadera: Procedimientos quirúrgicos programados o electivos de sustitución de cadera nativa. Se excluyen los diagnósticos asociados de fractura de fémur y los procedimientos de retirada de prótesis de cadera,
